ID,Date,Localisation à Montréal,Secteur d'activité de l'entreprise,Nombre d'employés de l'entreprise au 1er mars 2020,Sujet de la demande: Soutien financier,Sujet de la demande: Maintien des opérations,Sujet de la demande: Fiscalité (taxes et impôts),Sujet de la demande: Ressources humaines,Sujet de la demande: Réglementation,Sujet de la demande: Marketing,Sujet de la demande: Santé et sécurité,Source de la demande,Arrondissement ou ville liée
1433,2020-03-20,Non,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Formulaire,Hors Montréal
1434,2020-03-20,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1435,2020-03-20,Oui,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
651,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Formulaire,Inconnu(e)
1436,2020-03-20,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
40,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
237,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,,Maintien des opérations,,,,,,Formulaire,Inconnu(e)
687,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
688,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,,,,,,,,Répondeur,Inconnu(e)
1437,2020-03-20,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1438,2020-03-20,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Saint-Laurent
617,2020-03-20,Oui,Autres,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Inconnu(e)
908,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Formulaire,Inconnu(e)
693,2020-03-20,Localisation inconnue,Transport et entreposage,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
650,2020-03-20,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Formulaire,Inconnu(e)
695,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
55,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
697,2020-03-26,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
306,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
699,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
700,2020-03-20,Localisation inconnue,Commerce de gros,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
701,2020-03-25,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,Réglementation,,,Répondeur,Inconnu(e)
140,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
703,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
704,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
705,2020-03-23,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
706,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
708,2020-03-23,Localisation inconnue,Commerce de gros,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
709,2020-03-24,Localisation inconnue,Fabrication,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
710,2020-03-24,Localisation inconnue,Fabrication,Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
711,2020-03-20,Localisation inconnue,Commerce de gros,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
712,2020-03-25,Localisation inconnue,Commerce de détail,Taille inconnue,,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
713,2020-03-27,Localisation inconnue,Services d’hébergement,Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
208,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
715,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,Réglementation,,,Répondeur,Inconnu(e)
718,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
720,2020-03-27,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
611,2020-03-21,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,Réglementation,,,Formulaire,Inconnu(e)
610,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
723,2020-03-20,Localisation inconnue,Services d’hébergement,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
873,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
725,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
726,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
727,2020-03-25,Localisation inconnue,Autres,Taille inconnue,,,,Ressources humaines,,,,Téléphone,Inconnu(e)
728,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
729,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Répondeur,Inconnu(e)
730,2020-03-20,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1056,2020-03-20,Oui,Autres,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Formulaire,Le Sud-Ouest
732,2020-03-24,Localisation inconnue,Commerce de détail,Taille inconnue,,,,Ressources humaines,,,,Téléphone,Inconnu(e)
733,2020-03-23,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
734,2020-03-23,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,Ressources humaines,,,,Répondeur,Inconnu(e)
735,2020-03-25,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
380,2020-03-20,Oui,Autres,100 à 499 employés,Soutien financier,Maintien des opérations,,,Réglementation,,,Formulaire,Inconnu(e)
738,2020-03-20,Non,Commerce de gros,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
702,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Inconnu(e)
740,2020-03-20,Localisation inconnue,Services d’hébergement,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
741,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
137,2020-03-20,Oui,Restauration et bar,5 à 24 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,Réglementation,,,Formulaire,Inconnu(e)
743,2020-03-26,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
642,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Inconnu(e)
1003,2020-03-22,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
747,2020-03-25,Localisation inconnue,Inconnu,Taille inconnue,,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
748,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,Réglementation,,,Téléphone,Inconnu(e)
749,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,,,,,Réglementation,,,Répondeur,Inconnu(e)
750,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
751,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
752,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,,,,,Réglementation,,,Répondeur,Inconnu(e)
400,2020-03-20,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
754,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1051,2020-03-20,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
756,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,Réglementation,,santé et sécurité,Répondeur,Inconnu(e)
757,2020-03-20,Localisation inconnue,Commerce de gros,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1001,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1163,2020-03-23,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
865,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
207,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
762,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
763,2020-03-24,Localisation inconnue,Industrie de l’information et culturelle,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
764,2020-03-24,Localisation inconnue,Industrie de l’information et culturelle,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
765,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
766,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
767,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
768,2020-03-23,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
769,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
770,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
771,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
772,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
774,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,Réglementation,,santé et sécurité,Répondeur,Inconnu(e)
36,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
776,2020-03-26,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
777,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,marketing,,Téléphone,Inconnu(e)
778,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
779,2020-03-20,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Inconnu(e)
780,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Téléphone,Inconnu(e)
781,2020-03-26,Localisation inconnue,Autres,Taille inconnue,,,,Ressources humaines,,,,Répondeur,Inconnu(e)
1164,2020-03-23,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rivière-des-Prairies–Pointe-aux-Trembles
785,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
786,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,,,,Ressources humaines,,,,Répondeur,Inconnu(e)
787,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1165,2020-03-23,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Dollard-des-Ormeaux
789,2020-03-20,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Inconnu(e)
790,2020-03-23,Localisation inconnue,Construction,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
791,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
792,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
793,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
1166,2020-03-23,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",5 à 24 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1167,2020-03-23,Non,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
796,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
797,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
798,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,Ressources humaines,,,,Téléphone,Inconnu(e)
846,2020-03-23,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1168,2020-03-23,Oui,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
25,2020-03-23,Localisation inconnue,Transport et entreposage,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
802,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,Ressources humaines,,,,Téléphone,Inconnu(e)
803,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
804,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1169,2020-03-23,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
806,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
807,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
1170,2020-03-23,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1171,2020-03-23,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
330,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
52,2020-03-23,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1172,2020-03-23,Oui,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1173,2020-03-23,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1174,2020-03-23,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1175,2020-03-23,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1176,2020-03-23,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1177,2020-03-23,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
818,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1178,2020-03-23,Oui,Inconnu,Taille inconnue,Soutien financier,,,,,,,Formulaire,Inconnu(e)
820,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1179,2020-03-23,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1180,2020-03-23,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rivière-des-Prairies–Pointe-aux-Trembles
1181,2020-03-23,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
824,2020-03-24,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
825,2020-03-23,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1182,2020-03-23,Oui,"Arts, spectacles et loisirs",25 à 99 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
827,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
828,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
829,2020-03-20,Localisation inconnue,Commerce de gros,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
830,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
831,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
832,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
833,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1183,2020-03-23,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1184,2020-03-23,Non,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Hors Montréal
836,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
837,2020-03-27,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
838,2020-03-26,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Inconnu(e)
839,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
840,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
841,2020-03-20,Oui,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
842,2020-03-25,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
843,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
844,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Répondeur,Inconnu(e)
845,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1185,2020-03-23,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
847,2020-03-23,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
848,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
849,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1186,2020-03-23,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
852,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
853,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,Réglementation,marketing,santé et sécurité,Téléphone,Inconnu(e)
1187,2020-03-23,Oui,Fabrication,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
855,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1188,2020-03-23,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
1189,2020-03-23,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
860,2020-03-23,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
861,2020-03-23,Localisation inconnue,Restauration et bar,Taille inconnue,,Maintien des opérations,,Ressources humaines,Réglementation,,santé et sécurité,Téléphone,Inconnu(e)
1190,2020-03-23,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
863,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1191,2020-03-23,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
866,2020-03-24,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
867,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
868,2020-03-25,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
869,2020-03-25,Localisation inconnue,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1192,2020-03-23,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
871,2020-03-23,Localisation inconnue,Services d’hébergement,Taille inconnue,,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
1193,2020-03-23,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1194,2020-03-23,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
874,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
875,2020-03-23,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
878,2020-03-20,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Inconnu(e)
879,2020-03-25,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1195,2020-03-23,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1196,2020-03-23,Oui,Construction,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Inconnu(e)
882,2020-03-20,Localisation inconnue,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
883,2020-03-24,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
884,2020-03-20,Localisation inconnue,Restauration et bar,Taille inconnue,Soutien financier,,,Ressources humaines,,,,Téléphone,Inconnu(e)
